pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Sir Charles,dog,Male,young,"Richton Park, IL",https://www.adoptapet.com/pet/24780504-richton-park-illinois-bull-terrier-mix,Bull Terrier Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,759351,,"Private Owner (Richton Park, IL)","Richton Park, IL",,Yes,,,,,,,,,,,,,
Woodrow,dog,Male,"1 year old,  young","Chicago, IL",https://www.adoptapet.com/pet/25497897-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,18-1-013,,Lovin' Life Rescue,"Chicago, IL 60611",,Yes,,Yes,,,,,,Yes,,,Yes,,
Charlie,dog,Male,"2 months old,  puppy","Chicago, IL",https://www.adoptapet.com/pet/25541096-chicago-illinois-boxer-mix,Boxer/Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,Wilson Animal Rescue - Chicago Transport Chapter,"Chicago, IL 60611",,Yes,,Yes,,,,,Yes,,,,Yes,,
Sheldon,dog,Male,"2 months old,  puppy","Chicago, IL",https://www.adoptapet.com/pet/25521941-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 12 lbs,,,Wilson Animal Rescue - Chicago Transport Chapter,"Chicago, IL 60611",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Amy,dog,Female,"2 months old,  puppy","Chicago, IL",https://www.adoptapet.com/pet/25521919-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Labrador Retriever Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),(current) 12 lbs,,,Wilson Animal Rescue - Chicago Transport Chapter,"Chicago, IL 60611",Yes,,,Yes,,,,,Yes,,Yes,,Yes,,
Linus,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25511403-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,Wilson Animal Rescue - Chicago Transport Chapter,"Chicago, IL 60611",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
G-O,dog,Male,"7 years old,  adult","Chicago, IL",https://www.adoptapet.com/pet/25498143-chicago-illinois-chihuahua-mix,Chihuahua/Corgi Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 11 lbs,19-1-002,,Lovin' Life Rescue,"Chicago, IL 60611",,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,
Bodhi,dog,Male,"3 years old,  adult","Chicago, IL",https://www.adoptapet.com/pet/25486831-chicago-illinois-cane-corso,Cane Corso,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,(current) 105 lbs,19-1-003,,Lovin' Life Rescue,"Chicago, IL 60611",,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes
Henna,dog,Female,"5 years old,  adult","Chicago, IL",https://www.adoptapet.com/pet/25498412-chicago-illinois-redtick-coonhound,Redtick Coonhound,Red/Golden/Orange/Chestnut - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 55 lbs,19-1-001,,Lovin' Life Rescue,"Chicago, IL 60611",Yes,,,Yes,Yes,,,,,Yes,,Yes,Yes,,
ADOPTED!!!   Puddin,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24678417-chicago-illinois-american-bulldog-mix,American Bulldog Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,D104-19,,Help Save Pets - Chicago,"511 W. North Ave., Chicago, IL 60610",Yes,,,Yes,,,,,,,,,,,
Willie,dog,Male,"2 years old,  young","Chicago, IL",https://www.adoptapet.com/pet/22542392-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Staffordshire Bull Terrier Mix,Gray/Blue/Silver/Salt & Pepper,(when grown) Med. 26-60 lbs (12-27 kg),(current) 50 lbs,,,Dont Bully My Breed - Chicago,"Chicago, IL 60610",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,Yes
Bowser,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/10564013-chicago-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,Dont Bully My Breed - Chicago,"Chicago, IL 60610",,Yes,,Yes,,,,,,Yes,,Yes,Yes,,
Cupcake,dog,Female,adult,"River Forest, IL",https://www.adoptapet.com/pet/24907337-river-forest-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White - with Brown or Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,788322,,"Private Owner (River Forest, IL)","River Forest, IL",Yes,,,,,,,,,,,,,,
Brownie,dog,Female,adult,"River Forest, IL",https://www.adoptapet.com/pet/24907446-river-forest-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,788369,,"Private Owner (River Forest, IL)","River Forest, IL",,,,Yes,Yes,,,Yes,,,,,,Yes,Yes
Barry,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/24268058-frankfort-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
King,dog,Male,"13 years old,  senior","Frankfort, IL",https://www.adoptapet.com/pet/22205104-frankfort-illinois-miniature-pinscher-mix,Miniature Pinscher Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 10 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,
Ace,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25367388-frankfort-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,892548,,"Private Owner (Frankfort, IL)","Frankfort, IL",,Yes,,,,,,,,,,,,,
Cash,dog,Male,puppy,"Frankfort, IL",https://www.adoptapet.com/pet/25021151-frankfort-illinois-bull-terrier-mix,Bull Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,813484,,"Private Owner (Frankfort, IL)","Frankfort, IL",,Yes,,Yes,,,,,Yes,Yes,,,,Yes,Yes
Canelo,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/24855298-frankfort-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 7 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,,,,Yes,,
Gretchen,dog,Female,"3 years old,  adult","Frankfort, IL",https://www.adoptapet.com/pet/25449458-frankfort-illinois-beagle-mix,Beagle/Redbone Coonhound Mix,Red/Golden/Orange/Chestnut - with Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Pepeto,dog,Male,"6 years old,  adult","Frankfort, IL",https://www.adoptapet.com/pet/25320646-frankfort-illinois-chihuahua-mix,Chihuahua Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 12 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,,,Yes,Yes,,
Waylon,dog,Male,"2 years old,  adult","Frankfort, IL",https://www.adoptapet.com/pet/25386299-frankfort-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 45 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,Yes,Yes,,Yes,,
Lucia,dog,Female,"3 years old,  adult","Frankfort, IL",https://www.adoptapet.com/pet/25320055-frankfort-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Boxer Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Jason,dog,Male,"10 years old,  senior","Frankfort, IL",https://www.adoptapet.com/pet/24520772-frankfort-illinois-beagle-mix,Beagle/Chihuahua Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 20 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,Yes,Yes,,Yes,,
Paddy McMessy,dog,Male,"13 years old,  senior","Frankfort, IL",https://www.adoptapet.com/pet/25237111-frankfort-illinois-maltese-mix,Maltese/Schnauzer (Standard) Mix,White,(when grown) Small 25 lbs (11 kg) or less,(current) 12 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,Yes,,Yes,,,,,Yes,,Yes
Geanie,dog,Female,"13 years old,  senior","Frankfort, IL",https://www.adoptapet.com/pet/25286916-frankfort-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Maggie,dog,Female,"7 years old,  adult","Frankfort, IL",https://www.adoptapet.com/pet/25287014-frankfort-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Tucker,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/24881871-frankfort-illinois-patterdale-terrier-fell-terrier,Patterdale Terrier (Fell Terrier),Black,(when grown) Small 25 lbs (11 kg) or less,,783148,,"Private Owner (Frankfort, IL)","Frankfort, IL",,Yes,,,Yes,,,,Yes,Yes,,,,Yes,
Takeo,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/24602837-frankfort-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Rottweiler Mix,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,728342,,"Private Owner (Frankfort, IL)","Frankfort, IL",,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,
Rocket,dog,Male,"1 year old,  young","Frankfort, IL",https://www.adoptapet.com/pet/25069933-frankfort-illinois-cattle-dog-mix,Cattle Dog/Mixed Breed (Medium) Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,Lulu's Locker Rescue,"P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,,,,Yes,,
Daisy,dog,Female,young,"Westmont, IL",https://www.adoptapet.com/pet/24537572-westmont-illinois-german-shepherd-dog-mix,German Shepherd Dog/Border Collie Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,713580,,"Private Owner (Westmont, IL)","Westmont, IL",Yes,,,Yes,,Yes,,Yes,,Yes,,,,,Yes
REX,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/25369204-westmont-illinois-pit-bull-terrier,Pit Bull Terrier,"White - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),,14376627,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,
MICKEY,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/24903737-westmont-illinois-chihuahua,Chihuahua,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,14206167,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,Yes,Yes,,,Yes,,
ZOEY,dog,Female,adult,"Westmont, IL",https://www.adoptapet.com/pet/24277988-westmont-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,White - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,13960135,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",Yes,,,,,Yes,,,Yes,Yes,,Yes,,,
PENNY,dog,Female,young,"Westmont, IL",https://www.adoptapet.com/pet/24277989-westmont-illinois-chihuahua-mix,Chihuahua Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Small 25 lbs (11 kg) or less,,13960133,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
PEETA,dog,Female,adult,"Westmont, IL",https://www.adoptapet.com/pet/24933576-westmont-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Pit Bull Terrier Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,14086485,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
LOKI,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/24336023-westmont-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Gray/Blue/Silver/Salt & Pepper,(when grown) Med. 26-60 lbs (12-27 kg),,13856230,,A Caring Place - All-Breed Dog Rescue,"P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,,Yes,Yes,,Yes,,
Chloe,dog,Female,senior,"Westmont, IL",https://www.adoptapet.com/pet/25056831-westmont-illinois-beagle-mix,Beagle/Dachshund Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Small 25 lbs (11 kg) or less,,821396,,"Private Owner (Westmont, IL)","Westmont, IL",Yes,,,Yes,,,,Yes,,Yes,,Yes,,Yes,
Bruno,dog,Male,"2 years old,  young","University Park, IL",https://www.adoptapet.com/pet/23258170-university-park-illinois-american-bulldog-mix,American Bulldog Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,,,
Dot,dog,Male,puppy,"University Park, IL",https://www.adoptapet.com/pet/25404906-university-park-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Gray/Silver/Salt & Pepper - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,Yes,,
Leo,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/25361926-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Tyson,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/25361818-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Luckie,dog,Male,puppy,"University Park, IL",https://www.adoptapet.com/pet/25048861-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Red, Golden, Orange or Chestnut",(when grown) Large 61-100 lbs (28-45 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,Yes,,
Ice,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/24597581-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,VCA Forest South Animal Hospital,"24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Thor,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566626-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 150 lb,40784199,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Dixie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510646-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 125 lb,41901524,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Belle,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25510645-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,(current) 100 lb,41901477,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Cisco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566784-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 170 lb,40784253,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Lily,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21134373-chicago-illinois-mastiff,Mastiff,Red/Golden/Orange/Chestnut,(when grown) X-Large 101 lbs (46 kg) or more,,38034976,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Faith,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/18673936-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,,32140388,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Helga,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/18674148-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,33634084,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Rizzo,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22533353-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,39140130,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Penny,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24320609-chicago-illinois-mastiff,Mastiff,Red/Golden/Orange/Chestnut,(when grown) X-Large 101 lbs (46 kg) or more,,40579028,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Ireland,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417724-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,,40658590,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Sheldon,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417574-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,40658444,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Tilly,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24525561-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 107 lb,40746635,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Magnus,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24093576-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 142 lb,40398614,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Groot,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24553746-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 115 lb,40770885,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Whiskey Joe,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24084371-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,40390449,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Alfie,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24850357-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 98 lb,41136989,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Tulsa,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24734733-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 145 lb,41029346,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Odin,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24651381-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 183 lb,40852532,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
Josie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24651586-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,40852757,,Great Lakes Mastiff Rescue,"PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Jenny,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25407420-hillside-illinois-retriever-unknown-type-mix,Retriever (Unknown Type) Mix,Tan/Yellow/Fawn,,,14406506,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
Haddock,dog,Male,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440249-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405058,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
Cod,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440246-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405052,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
Chestnut,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440234-hillside-illinois-boxer-mix,Boxer/German Shepherd Dog Mix,Tan/Yellow/Fawn,,,14406569,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
Hazelnut,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440233-hillside-illinois-boxer-mix,Boxer/German Shepherd Dog Mix,Tan/Yellow/Fawn,,,14405039,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
Catfish,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440247-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405055,,Magnificent Mutts Rescue - Hillside,"Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
